Promt,promt in Russian,Category,Subcategory,Url
Matroskin the cat drinks milk from a large mug,кот Матроскин пьёт молоко из большой кружки,Literature,Children's literature,https://static.dzeninfra.ru/s3/zen-lib/1.003.1/dzen-layout/lz5XeGt8fsa/T1wE07131/676311-F/9RTM-53p0Lhyg5EbaSLn3NECrAVNmKu0kh1okeUTGCy66w_5euYv42OKQ7pDZ4dEhO1Io6trCsD50ow5U-NKRJRgratZWHCZQsf0Wb1zN91RNyylmMwOsBMpWRQQR9mNX565OV7nKyYmbyVaMzf2tnZPeUTtqbnCDvV-nQKzbkQkYS2PmU3AOfLz8R6pN1RuhVEOxN9bOdNDTH1xR_Kt31pq3Yi49VqXZNxH_3cyUXfHjjmkrUoIQTw1Dr7wgV_kZPTP_tovAmqyMfPYqxTn7cEAbfXPWZmAUX6-orQxz29amv-aGgTJRQQMN95VkeD2ta2JFHxIGPA-RL_8YlBd9RaFXUxIXEP4EfIQaji2x1_zor_33tqpMiEdbkOH0j_fCji_CcrHima0b6ectWCz50ceSnYPSTnC7mccPNFRnYQEBX7c650wm9PRQzsKJiVtgSC85I-Ym3Cgbo7S1sFf3goZfTspJ0lFB800fkQBgKS1bPjELCgoQMx33-6BEg6GdRUPXlqNYnkD8pH7OgQlTlIiLbfc6ogAIZ8fYcfDXd9Zu_2pejVoNUWvly3mQmK0hx_IVI96OKI8Rn1ssQPMh_a0zd5b_EHrkkITyGq1FB5R0r41TxkLkkBsT8HnMD58evpuybgFipcG77W8RPLgxZevmHf_SfvT3YXM_yNDXWSEZS1uWL8QOrEAMHsZZYX_Y0Ev523ouMJCbNxTFlFsL0pZ_FgodFv3Bu1F3YUAUfVkn3p27zoZss_3nW0gUO3X5OdtX7h-U4gS49JZ27RnbuEwLnUu20rxQXzuE3bTT63ZOn0LuFY7xUae5Q2UomKmhv_KB2ypmJBP9Rw_QZAP1Ra1nf4JXgJog4Fz-yg0N35D0u8V_8kpEyNe_DK18rxPujn_WSkWe6T27ZafVlKipxSMW5Te6fgi_MVNToBxbXUU1X8--1yhO6JRUepqNqfsctFcx-9pyRBjbA0QtHHc35upjmlIhTk2ZdxWPXeygwU2HAvETploUl7Wjr7jgZ3WZpbe32oPMTox83JrWSbGrwNAfhdNKxlAkSxcQfRwvC65uE7oaFaINqb9Bly1M8EXtP5KV0z5K4Iudp4tMuDuZ-aVLW-p78G4IPNDyGsG524wEI43DHjqA9IunoFEcVzNmytO2jjm2wSGzbbsBQOwt8UPSsZ-efnS3aUc3qKyfdfWRyysaixRuyDjk2sq9mWN0tCuFP156JLDzy8w5YFd3JqLTIqa9EtFtB21jGdQowfWP7nE_mrqUnwFfjzAkS_EVnatXTlcE-ljwsHq-GY2_jGT3oWfOMqy4wy-gqTBbJyYax86OAVZp7XPZ863MGFX1ywaZq8rOBH8tcxsoSHMlGb1vp4rv4Pb4HFwCRtkpA2DYuy3DskrUoMuznO04y-_SHpNKboGqXTk_ST95bLC1Lc_CzXcCzoCLnfcPXFxrIYUd-7uu0wRu2BQkbvad5UtAdI-hb6reOHRb11hxhLMzjp5Tru4BpiU5r4VzhTgANSlzygG3Du7Qo22TK1hMt9GljScnVgvUmhis3KbSbc33hMi3FdcWZmAYX9t8_fD_q-LqP66uxZKNvQPVmymkVEF5awY9067-XK9pJ8cUoLfVhaE_s7ZP8Hr4zKyGyo2hw3hc351TyrZExMevBDWELy-OTlPS3jUOUdWXAX95FJwNvTuK0aeSymyTcdN_tLBLjZkxE9cih_DKkAhURladFbv08MtpS-a2eAh361QxmDM75narzt6ZvuWBY9V_lUwwIaX33r0DAp7ok8HDi8jsa1lFNb_fxgvogkjMqPZ2FT1b_Bg78cPK3ojc39u09RArA-JqY9J6GdZJiT-NG4nUuClxr1IN20aGlJNxG5cYSNcdda2396ZLIAbckCRingnd00QcC-V37iqIsK_LeHk0u_eiuseallFmIbGXmYtlACghgdNuTaOu-gjjdcc_7JibnYl9P-OWf-y-yLAEptbE
"Buratino looks into a large open book, illustration from a children's book","Буратино смотрит в большую открытую книгу, иллюстрация из детской книги",Literature,Children's literature,https://konstruktortestov.ru/files/28e1/5764/ee06/9276/319e/9f97/d38a/13ec/1155767390.jpg
"Snegurochka in a Russian fur coat and fur hat stands in the middle of a winter forest, illustration","Снегурочка в русской шубе и меховой шапке стоит посреди зимнего леса, иллюстрация",Literature,Children's literature,https://starinasib.ru/images/tini/2018_10/b042b0918ee2b86f4570e186096cc51f_840.jpg
"small brown-red dog with legs of passersby dressed in 1900s style on winter street, illustration","маленькая коричнево-рыжая собачка на фоне ног прохожих одетых в стиле 1900-х, на зимней улице, иллюстрация",Literature,Children's literature,https://i.pinimg.com/736x/5a/3b/36/5a3b3631e7add21c954016cbd53c7d74.jpg
"a kind gray monster holds a scarlet flower in his hands, against the background of a beautiful overgrown garden and palace, illustration","доброе серое чудище держит в руках алый цветок, на фоне красивого заросшего сада и дворца, иллюстрация",Literature,Children's literature,https://i.pinimg.com/736x/87/b1/e0/87b1e079ef4076544206bbb6cd72c41d.jpg
"A crow sits on a tree with a piece of cheese, illustration","Ворона сидит на дереве с куском сыра, иллюстрация",Literature,Fables,https://i.pinimg.com/736x/b5/d0/b5/b5d0b5823b8be26889145451eb0aa5e3.jpg
"a cat sits on a kitchen table and eats fried meat lying on a plate, a cook swears and waves his hands in the background","кот сидит на кухонном столе и ест жареное мясо лежащее на блюде, повар ругается и машет руками на заднем плане",Literature,Fables,https://nukadeti.ru/content/images/essence/tale/1794/2334.jpg
The monkey holds glasses in its paws and looks at them stupidly,мартышка держит в лапах очки и глупо смотрит на них,Literature,Fables,https://azbyka.ru/fiction/wp-content/uploads/2017/05/bayki-krylova-obezyana-i-ochki-52892-large.jpg
"An elephant walks down the street in St. Petersburg, a small dog barks at him","слон идёт по улице Санкт петербурга, маленькая собачка лает на него",Literature,Fables,https://gipnoz-life.ru/wp-content/uploads/2023/04/slon-i-moska-primeri-dlya-srisovivaniya.jpg
"On the bank of the stream, an evil wolf looks at a lamb",на берегу ручья злой волк смотрит на ягнёнка,Literature,Fables,https://glstatic.rg.ru/uploads/images/2019/01/18/7d3aad988c7493f.jpg
a pig digs the ground with its snout under the roots of a large oak tree,свинья роет землю пятачком под корнями большого дуба,Literature,Fables,https://xn--e1aaitx3a.online/wp-content/uploads/2023/08/%D0%B8%D0%BB%D0%BB%D1%8E%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D1%8F-%D0%BA-%D0%B1%D0%B0%D1%81%D0%BD%D0%B5-%D1%81%D0%B2%D0%B8%D0%BD%D1%8C%D1%8F-%D0%BF%D0%BE%D0%B4-%D0%B4%D1%83%D0%B1%D0%BE%D0%BC-3.jpg
The fox looks at a bunch of grapes hanging high above the ground,лиса смотрит на гроздь  винограда висящую высоко над землёй,Literature,Fables,https://grandgames.net/puzzle/f1200/lisitsa_i_vinograd.jpg
a monkey in a 19th century dress and hat spins in front of a large framed mirror,мартышка в платье и шляпке в стиле 19 века вертится перед большим зеркалом в раме,Literature,Fables,https://glstatic.rg.ru/uploads/images/2019/01/29/1aeea137cc97741.jpg
a dragonfly on a frozen blade of grass in a winter field,стрекоза на замёрзшей травинке в зимнем поле,Literature,Fables,https://pofoto.club/uploads/posts/2023-08/1691944708_pofoto-club-p-cherno-belie-nasekomie-63.jpg
"a beautiful large rococo style box, without a lock","красивая большая шкатулка в стиле рококо, без замка",Literature,Fables,https://static.dzeninfra.ru/s3/zen-lib/1.003.1/dzen-layout/lz5XeGt8fsa/T1wE07131/676311-F/9RTM-53p0Lhyg5EbaSLn3NECrAVNmKu0kh1okeUTGCy66w_5euYv4yPKc4pjl5dEhO1Io547WrX514lMdsZqkTQw-J5caGDpAqeRKb1GZ40kNyzAnez-JSY5aTTwEkmID57MXA7nKyYmbyVaMzf2tnZPeUTtqbnCDvV-nQKzbkQkYS2PmU3AOfLz8R6pN1RuhVEOxN9bOdNDTH1xR_Kt31pq3Yi49VqXZNxH_3cyUXfHjjmkrUoIQTw1Dr7wgV_kZPTP_tovAmqyMfPYqxTn7cEAbfXPWZmAUX6-orQxz29amv-aGgTJRQQMN95VkeD2ta2JFHxIGPA-RL_8YlBd9RaFXUxIXEP4EfIQaji2x1_zor_33tqpMiEdbkOH0j_fCji_CcrHima0b6ectWCz50ceSnYPSTnC7mccPNFRnYQEBX7c650wm9PRQzsKJiVtgSC85I-Ym3Cgbo7S1sFf3goZfTspJ0lFB800fkQBgKS1bPjELCgoQMx33-6BEg6GdRUPXlqNYnkD8pH7OgQlTlIiLbfc6ogAIZ8fYcfDXd9Zu_2pejVoNUWvly3mQmK0hx_IVI96OKI8Rn1ssQPMh_a0zd5b_EHrkkITyGq1FB5R0r41TxkLkkBsT8HnMD58evpuybgFipcG77W8RPLgxZevmHf_SfvT3YXM_yNDXWSEZS1uWL8QOrEAMHsZZYX_Y0Ev523ouMJCbNxTFlFsL0pZ_FgodFv3Bu1F3YUAUfVkn3p27zoZss_3nW0gUO3X5OdtX7h-U4gS49JZ27RnbuEwLnUu20rxQXzuE3bTT63ZOn0LuFY7xUae5Q2UomKmhv_KB2ypmJBP9Rw_QZAP1Ra1nf4JXgJog4Fz-yg0N35D0u8V_8kpEyNe_DK18rxPujn_WSkWe6T27ZafVlKipxSMW5Te6fgi_MVNToBxbXUU1X8--1yhO6JRUepqNqfsctFcx-9pyRBjbA0QtHHc35upjmlIhTk2ZdxWPXeygwU2HAvETploUl7Wjr7jgZ3WZpbe32oPMTox83JrWSbGrwNAfhdNKxlAkSxcQfRwvC65uE7oaFaINqb9Bly1M8EXtP5KV0z5K4Iudp4tMuDuZ-aVLW-p78G4IPNDyGsG524wEI43DHjqA9IunoFEcVzNmytO2jjm2wSGzbbsBQOwt8UPSsZ-efnS3aUc3qKyfdfWRyysaixRuyDjk2sq9mWN0tCuFP156JLDzy8w5YFd3JqLTIqa9EtFtB21jGdQowfWP7nE_mrqUnwFfjzAkS_EVnatXTlcE-ljwsHq-GY2_jGT3oWfOMqy4wy-gqTBbJyYax86OAVZp7XPZ863MGFX1ywaZq8rOBH8tcxsoSHMlGb1vp4rv4Pb4HFwCRtkpA2DYuy3DskrUoMuznO04y-_SHpNKboGqXTk_ST95bLC1Lc_CzXcCzoCLnfcPXFxrIYUd-7uu0wRu2BQkbvad5UtAdI-hb6reOHRb11hxhLMzjp5Tru4BpiU5r4VzhTgANSlzygG3Du7Qo22TK1hMt9GljScnVgvUmhis3KbSbc33hMi3FdcWZmAYX9t8_fD_q-LqP66uxZKNvQPVmymkVEF5awY9067-XK9pJ8cUoLfVhaE_s7ZP8Hr4zKyGyo2hw3hc351TyrZExMevBDWELy-OTlPS3jUOUdWXAX95FJwNvTuK0aeSymyTcdN_tLBLjZkxE9cih_DKkAhURladFbv08MtpS-a2eAh361QxmDM75narzt6ZvuWBY9V_lUwwIaX33r0DAp7ok8HDi8jsa1lFNb_fxgvogkjMqPZ2FT1b_Bg78cPK3ojc39u09RArA-JqY9J6GdZJiT-NG4nUuClxr1IN20aGlJNxG5cYSNcdda2396ZLIAbckCRingnd00QcC-V37iqIsK_LeHk0u_eiuseallFmIbGXmYtlACghgdNuTaOu-gjjdcc_7JibnYl9P-OWf-y-yLAEptbE
a young Russian peasant sadly hugs a small dog against the backdrop of a lake,"молодой русский крестьянин, грустно обнимает маленькую собачку на фоне озера",Literature,Prose,https://www.mos.ru/upload/newsfeed/afisha/imagesKbZIG4(7).jpg
"Lady in a white 19th century style dress wearing a large hat, walking with a white Spitz along the embankment in Yalta, illustration","Дама в белом наряде в стиле 19 века в большой шляпе, гуляет с белым шпицем по набережной в Ялте, иллюстрация",Literature,Prose,https://carlanyssen.wordpress.com/wp-content/uploads/2013/05/de-dame-met-het-hondje.jpg
a sailboat with scarlet sails sails along the shores of Crimea,парусник с алыми парусами плывёт вдоль берегов Крыма,Literature,Prose,https://img5tv.cdnvideo.ru/shared/files/202307/40_1756987.jpg
"vector, flat style, young man raised his flaming heart high in his hand, dynamic pose, shades of red","вектор, плоский стиль, юноша высоко поднял в руке своё пылающее сердце, динамичная поза, оттенки красного",Literature,Prose,https://i.pinimg.com/736x/97/06/68/9706680c46eed1cefdc59cbdc9f6f1c2.jpg
a young beautiful woman in dark clothes in the fashion of the 1930s walks through spring Moscow with daffodils in her hands,молодая красивая женщина в тёмной одежде по моде 1930х идёт по весенней Москве с нарциссами в руках,Literature,Prose,http://www.bulgakov.ru/galleries/photo_project_master_i_margarita/big/01_Margarita.jpg
a large mongrel dog with a bandaged head sits on a surgical table,беспородный крупный пёс с перевязанной бинтами головой сидит на хирургическом столе,Literature,Prose,https://malteze.net/wp-content/uploads/2014/10/7_6564849756558.jpg
"view from above, a Russian officer in a uniform from the Napoleonic wars, lies on a field and looks at the sky of Austerlitz","вид сверху, русский офицер в мундире времён наполеоновских войн, лежит на поле и смотрит в небо Аустерлица",Literature,Prose,https://blog.okko.tv/thumb/1600x0/filters:quality(75):no_upscale()/imgs/2023/07/07/01/5995534/3c2cc82edd3f6172934ad436cb31362f70ecb2c4.jpg
"a young man, sad, thin, in a shabby 19th century coat and an old top hat, stands with a small hatchet in his hand, on the street of St. Petersburg, old shabby houses","молодой человек, грустный, худой, в потёртом пальто 19 века и старом цилиндре, стоит с маленьким топориком в руке, на улице Санкт-Петербурга, старые обшарпанные дома",Literature,Prose,https://media.foma.ru/2011/11/Dostoevskij-e1476351252302.jpg
"a girl with fear on her face, dressed in 19th century clothes, stands on a high cliff above the Volga, a thunderstorm rages in the sky","девушка со страхом на лице, в одежде 19 века, стоит на высоком обрыве над Волгой, в небе бушует гроза",Literature,Prose,https://ic.pics.livejournal.com/elena_skan/78141059/964230/964230_900.jpg
"On the green cloth of the gaming table lie three cards - three, seven, ace","на зелёном сукне игрального стола лежат три карты - тройка, семёрка, туз",Literature,Prose,https://static.dzeninfra.ru/s3/zen-lib/1.003.1/dzen-layout/lz5XeGt8fsa/T1wE07131/676311-F/9RTM-53p0Lhyg5EbaSLn3NECrAVNmKu0kh1okeUTGCy66w_5euYv4xM6c9ozJ-dEhO1Io6te2vWZAnkpQ5MfNJRA7YupSCDMMvdRSb1zAg1kV8yFncyulSNcGQSVZznNf4u8SR7nKyYmbyVaMzf2tnZPeUTtqbnCDvV-nQKzbkQkYS2PmU3AOfLz8R6pN1RuhVEOxN9bOdNDTH1xR_Kt31pq3Yi49VqXZNxH_3cyUXfHjjmkrUoIQTw1Dr7wgV_kZPTP_tovAmqyMfPYqxTn7cEAbfXPWZmAUX6-orQxz29amv-aGgTJRQQMN95VkeD2ta2JFHxIGPA-RL_8YlBd9RaFXUxIXEP4EfIQaji2x1_zor_33tqpMiEdbkOH0j_fCji_CcrHima0b6ectWCz50ceSnYPSTnC7mccPNFRnYQEBX7c650wm9PRQzsKJiVtgSC85I-Ym3Cgbo7S1sFf3goZfTspJ0lFB800fkQBgKS1bPjELCgoQMx33-6BEg6GdRUPXlqNYnkD8pH7OgQlTlIiLbfc6ogAIZ8fYcfDXd9Zu_2pejVoNUWvly3mQmK0hx_IVI96OKI8Rn1ssQPMh_a0zd5b_EHrkkITyGq1FB5R0r41TxkLkkBsT8HnMD58evpuybgFipcG77W8RPLgxZevmHf_SfvT3YXM_yNDXWSEZS1uWL8QOrEAMHsZZYX_Y0Ev523ouMJCbNxTFlFsL0pZ_FgodFv3Bu1F3YUAUfVkn3p27zoZss_3nW0gUO3X5OdtX7h-U4gS49JZ27RnbuEwLnUu20rxQXzuE3bTT63ZOn0LuFY7xUae5Q2UomKmhv_KB2ypmJBP9Rw_QZAP1Ra1nf4JXgJog4Fz-yg0N35D0u8V_8kpEyNe_DK18rxPujn_WSkWe6T27ZafVlKipxSMW5Te6fgi_MVNToBxbXUU1X8--1yhO6JRUepqNqfsctFcx-9pyRBjbA0QtHHc35upjmlIhTk2ZdxWPXeygwU2HAvETploUl7Wjr7jgZ3WZpbe32oPMTox83JrWSbGrwNAfhdNKxlAkSxcQfRwvC65uE7oaFaINqb9Bly1M8EXtP5KV0z5K4Iudp4tMuDuZ-aVLW-p78G4IPNDyGsG524wEI43DHjqA9IunoFEcVzNmytO2jjm2wSGzbbsBQOwt8UPSsZ-efnS3aUc3qKyfdfWRyysaixRuyDjk2sq9mWN0tCuFP156JLDzy8w5YFd3JqLTIqa9EtFtB21jGdQowfWP7nE_mrqUnwFfjzAkS_EVnatXTlcE-ljwsHq-GY2_jGT3oWfOMqy4wy-gqTBbJyYax86OAVZp7XPZ863MGFX1ywaZq8rOBH8tcxsoSHMlGb1vp4rv4Pb4HFwCRtkpA2DYuy3DskrUoMuznO04y-_SHpNKboGqXTk_ST95bLC1Lc_CzXcCzoCLnfcPXFxrIYUd-7uu0wRu2BQkbvad5UtAdI-hb6reOHRb11hxhLMzjp5Tru4BpiU5r4VzhTgANSlzygG3Du7Qo22TK1hMt9GljScnVgvUmhis3KbSbc33hMi3FdcWZmAYX9t8_fD_q-LqP66uxZKNvQPVmymkVEF5awY9067-XK9pJ8cUoLfVhaE_s7ZP8Hr4zKyGyo2hw3hc351TyrZExMevBDWELy-OTlPS3jUOUdWXAX95FJwNvTuK0aeSymyTcdN_tLBLjZkxE9cih_DKkAhURladFbv08MtpS-a2eAh361QxmDM75narzt6ZvuWBY9V_lUwwIaX33r0DAp7ok8HDi8jsa1lFNb_fxgvogkjMqPZ2FT1b_Bg78cPK3ojc39u09RArA-JqY9J6GdZJiT-NG4nUuClxr1IN20aGlJNxG5cYSNcdda2396ZLIAbckCRingnd00QcC-V37iqIsK_LeHk0u_eiuseallFmIbGXmYtlACghgdNuTaOu-gjjdcc_7JibnYl9P-OWf-y-yLAEptbE
perch in the lake,окунь в озере,Fauna,Fish,https://trekhrechie.ru/images/article_image/okun%2002.jpg
"Fisherman in a boat on the Volga, boasting of a big pike he caught",Рыбак в лодке на Волге хвастается пойманной большой щукой,Fauna,Fish,https://absoluttv.ru/uploads/posts/2024-09/schuka-hmao.jpg
catfish at the bottom of the pond,сом на дне пруда,Fauna,Fish,http://fishbiosystem.ru/SILURIFORMES/Siluridae/Foto/(Silurus%20glanis)%201f.jpg
river fish oil painting,речные рыбы картина маслом,Fauna,Fish,https://bogatyr.club/uploads/posts/2023-06/1687042111_bogatyr-club-p-shchuka-obiknovennaya-foni-pinterest-43.jpg
Beluga under the surface of the water in the sun's rays,Белуга под поверхностью воды в солнечных лучах,Fauna,Fish,https://www.aqualogo.ru/img/images/infoportal_aquaterra_news2/Huso_huso.jpg
